ecatid,title,metadatascopecode,datastoragelink,keywords,distributionlink,scopecodename,rolecodes_citation_role,rolecodes_citation_name,pointofcontact_name,pointofcontact_role,pointofcontact_value,metadata_contact_role,metadata_contact_value,pid,resource_provider,doi,copyright_statement,copyright_use_constraints,purpose,status,geographicalextent_west,geographicalextent_east,geographicalextent_south,geographicalextent_north,license_title,license_alternatetitle,license_edition,license_onlineurl,distribution_name,distribution_url,distribution_format,associatedresources_type,associatedresources_ecatid,associatedresources_ecat_title,maintenance_frequency,publication_date,publication_typecode,creation_date,creation_typecode,label_description
144528,"Summary of results. Joint NTGS–GA geochronology project: Aileron Province, Jinka and Dneiper 1:100 000 mapsheets, 2020",document,https://gaia.prod.lan:10443/gaia/144528/,"EARTH SCIENCES, Zircon, SHRIMP, Huckitta, Black Label Suite, Molyhil Suite, Bacardi Granite, Captain Morgan Metadolerite, Yam Gneiss, Narbarloo Granite, Deep Bore Domain, Palaeoproterozoic, Published_External",https://geoscience.nt.gov.au/gemis/ntgsjspui/handle/1/91644,Joint NTGS–GA geochronology project,"author, author, author, publisher","Kositcin, N., Beyer, E.E., Reno, B.L.","Kositcin, N.","pointOfContact, pointOfContact, resourceProvider","Minerals, Energy and Groundwater Division","pointOfContact, pointOfContact","Kositcin, N.",https://pid.geoscience.gov.au/dataset/ga/144528,resourceProvider,,"© Northern Territory of Australia (Northern Territory Geological Survey) and Commonwealth of
Australia (Geoscience Australia) 2021",license,completed,completed,,,,,Creative Commons Attribution 4.0 International Licence,CC-BY,4.0,http://creativecommons.org/licenses/,Link to Report,https://geoscience.nt.gov.au/gemis/ntgsjspui/handle/1/91644,,,,,asNeeded,2023-03-17T04:51:40,publication,,creation,
