ecatid,title,metadatascopecode,datastoragelink,keywords,distributionlink,scopecodename,rolecodes_citation_role,rolecodes_citation_name,pointofcontact_name,pointofcontact_role,pointofcontact_value,metadata_contact_role,metadata_contact_value,pid,resource_provider,doi,copyright_statement,copyright_use_constraints,purpose,status,geographicalextent_west,geographicalextent_east,geographicalextent_south,geographicalextent_north,license_title,license_alternatetitle,license_edition,license_onlineurl,distribution_name,distribution_url,distribution_format,associatedresources_type,associatedresources_ecatid,associatedresources_ecat_title,maintenance_frequency,publication_date,publication_typecode,creation_date,creation_typecode,label_description
145182,Foundation Facilities Points,dataset,file://prod.lan/active/ops/cds/publications/145182,"hospital, aged care, ambulance, police, metro fire, rural fire, SES, emergency management, state emergency service, EM, RFS, EARTH SCIENCES, Foundation Spatial Data Framework, FSDF, Published_External, Education, School, Facility","https://d28rz98at9flks.cloudfront.net/145182/145182_00_0.pdf, https://d28rz98at9flks.cloudfront.net/145182/145182_01_0.zip, https://d28rz98at9flks.cloudfront.net/145182/145182_02_0.gpkg, http://services.ga.gov.au/gis/services/Foundation_Facilities_Points/MapServer/WFSServer, http://services.ga.gov.au/gis/services/Foundation_Facilities_Points/MapServer/WMSServer, http://services.ga.gov.au/gis/rest/services/Foundation_Facilities_Points/MapServer",Foundation Facilities Points,,,"Butcher, G.","pointOfContact, custodian, pointOfContact, resourceProvider","Butcher, G.","pointOfContact, owner, pointOfContact","Fontaine, K, Butcher, G.",https://pid.geoscience.gov.au/dataset/ga/145182,pointOfContact,,,license,completed,completed,112.00,154.00,-44.00,-9.00,Creative Commons Attribution 4.0 International Licence,CC-BY,4.0,http://creativecommons.org/licenses/,"Download metadata statement (pdf) [862 KB], Download geodatabase [1.6 MB], Download geopackage (gpkg) [19.5 MB], Foundation Facilities Points WFS, Foundation Facilities Points WMS, Foundation Facilities Points MapServer","https://d28rz98at9flks.cloudfront.net/145182/145182_00_0.pdf, https://d28rz98at9flks.cloudfront.net/145182/145182_01_0.zip, https://d28rz98at9flks.cloudfront.net/145182/145182_02_0.gpkg, http://services.ga.gov.au/gis/services/Foundation_Facilities_Points/MapServer/WFSServer, http://services.ga.gov.au/gis/services/Foundation_Facilities_Points/MapServer/WMSServer, http://services.ga.gov.au/gis/rest/services/Foundation_Facilities_Points/MapServer","pdf, geodatabase, gpkg, OGC WFS, OGC WMS, ESRI Map Service","operatedOnBy, operatedOnBy, operatedOnBy","145183, 145184, 145185","Foundation Facilities Points WMS, Foundation Facilities Points WFS, Foundation Facilities Points MapServer",asNeeded,2021-03-09T23:29:58,publication,2021-02-26T00:00:00,creation,Download geodatabase [1.6 MB]
